congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,,,,,,,,-0.113,0.897
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.539,-0.104,-7.8079,0.64806,18,5,,-0.076,0.721
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.21,0.139,-1.82617,0.90352,18,0,,-0.227,0.027
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.468,0.314,-1.52257,0.91889,18,0,,0.654,0.428
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.81,-0.271,-6.8054,0.68518,18,3,,-0.113,0.897
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.243,0.21,-1.61526,0.89791,15,0,,-0.228,0.05
116,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.392,0.346,-2.37418,0.87643,18,1,,-0.227,0.027
116,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.252,-0.224,-5.78206,0.72526,18,4,,-0.609,0.551
116,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.257,-0.069,-1.86355,0.90165,18,0,,-0.227,0.027
116,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.362,-0.111,-12.45297,0.50066,18,5,,-0.016,-0.202
116,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.616,-0.158,-3.35306,0.79968,15,1,,-0.969,0.249
116,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.304,-0.03,-7.60252,0.6555,18,6,,-0.691,-0.723
116,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.454,0.175,-4.14115,0.79448,18,3,,-0.691,-0.723
116,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.351,-0.389,-4.90295,0.76156,18,4,,-0.104,-0.758
116,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.414,-0.238,-2.01037,0.88193,16,0,,-0.692,-0.722
116,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.453,-0.056,-2.42747,0.85058,15,1,,0.307,0.611
116,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.422,0.011,-2.28584,0.87419,17,1,,0.307,0.616
116,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.393,0.306,-2.26602,0.87521,17,2,,0.655,0.43
116,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.342,0.338,-4.62707,0.76172,17,3,,0.639,0.769
116,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.375,-0.247,-4.0887,0.7968,18,2,,0.654,0.428
116,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.438,-0.137,-1.69639,0.90503,17,0,,-0.69,-0.724
116,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.553,0.042,-1.18568,0.93263,17,0,,0.687,0.726
116,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.575,0.157,-1.05831,0.9429,18,0,,0.654,0.428
116,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.321,-0.432,-4.46162,0.78046,18,3,,-0.104,-0.758
116,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.481,-0.796,-0.38335,0.97893,18,0,,-0.691,-0.723
116,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.639,-0.296,-3.70801,0.81383,18,1,,0.638,0.77
116,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.305,0.196,-4.03254,0.79929,18,1,,-0.333,0.514
116,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.38,-0.224,-3.99753,0.80085,18,2,,-0.609,0.551
116,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.395,-0.174,-10.55761,0.55625,18,7,,-0.227,0.027
116,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.651,-0.002,-3.26607,0.83406,18,1,,0.308,0.614
116,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.408,-0.171,-2.76833,0.84972,17,0,,0.308,0.614
116,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.411,0.132,-2.10565,0.8896,18,1,,0.654,0.428
116,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.389,0.043,-2.15043,0.88739,18,0,,0.308,0.614
116,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.614,0.127,-4.4275,0.78194,18,2,,0.308,0.614
116,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.323,-0.183,-6.13404,0.68156,16,1,,0.299,0.015
116,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.495,-0.008,-1.88432,0.89508,17,0,,0.654,0.428
116,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.82,-0.309,-4.43566,0.77034,17,2,,1.0,-0.001
116,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.919,-0.394,-7.2861,0.66712,18,4,,0.994,-0.108
116,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,,,,,,,,0.529,-0.417
116,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.371,-0.138,-3.72858,0.8129,18,1,,-0.691,-0.723
116,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.521,-0.362,-0.52236,0.96974,17,0,,-0.691,-0.723
116,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.195,-0.027,-1.58396,0.91576,18,0,,-0.227,0.027
116,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.237,-0.117,-6.98489,0.67838,18,4,,-0.609,0.551
116,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.292,-0.396,-2.83926,0.8374,16,3,,-0.208,-0.109
116,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.342,-0.283,-5.25724,0.74672,18,6,,-0.227,0.027
116,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.261,0.054,-2.75983,0.85785,18,0,,0.308,0.614
116,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.058,0.464,-1.92334,0.89866,18,0,,-0.033,0.374
116,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.522,-0.228,-0.7201,0.96078,18,0,,-0.691,-0.723
116,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.602,-0.308,-1.95618,0.89702,18,0,,0.654,0.428
116,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.534,0.233,-1.17113,0.93701,18,0,,0.654,0.428
116,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.541,0.185,-2.8394,0.85407,18,1,,0.638,0.77
